Final_Filename,Source_Path,Source_SHA256,Generated_By,Generated_From,Status,Reason_Included
feature_groups.csv,experimental_audit/results/feature_groups.csv,B1692DBE8723DB07E3E3313F989859D95BF369260EEA8E81D297F63078171959,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,AUTHORITATIVE_SOURCE,"Groups 13 model features into behavioral, RT, Gaze, and Pupil categories."
feature_lineage.csv,experimental_audit/results/feature_lineage_REAL_v1.0.csv,E863D98CA2ABD02A5D63AC58632E85C6CADC856E42943BD1A1B0F9672357B32C,scratch/generate_real_provenance.py,dataset/parse_mat.py,REGENERATED_FROM_AUTHORITATIVE_SOURCE,Traces all 15 clinical features to raw sources and parsing algorithms.
dataset_features_REAL_v1.0.csv,data/processed/dataset_features_REAL_v1.0.csv,CB3760A29DBE0AB93D4557F72C44743483961984CC60A1D62C319DE59A4E2B8C,dataset/build_dataset.py,data/raw/Pupil_dataset.mat,AUTHORITATIVE_SOURCE,The clinical participant-level features matrix.
dataset_features_REAL_v1.0_metadata.json,data/processed/dataset_features_REAL_v1.0_metadata.json,B5B2CF1A76B1503FF9129DB70E65D19E421B6C183989917430CADDF92607D342,dataset/build_dataset.py,data/raw/Pupil_dataset.mat,AUTHORITATIVE_SOURCE,Integrity logs for the feature extraction run.
dataset_provenance.csv,experimental_audit/results/dataset_provenance_REAL_v1.0.csv,65C64A865D9030D2232DFD9E426B2B35D74A03BC4B0D1CB068AF272A1205081A,scratch/generate_real_provenance.py,data/raw/Pupil_dataset.mat,REGENERATED_FROM_AUTHORITATIVE_SOURCE,Records Figshare hashes and unmedicated session inclusion steps.
dataset_integrity_report.csv,experimental_audit/results/dataset_integrity_report_REAL_v1.0.csv,5D1833B4A616E8D91F7841498F4E485E78C77718D27883092796269A6D772B24,scratch/generate_real_provenance.py,data/processed/dataset_features_REAL_v1.0.csv,REGENERATED_FROM_AUTHORITATIVE_SOURCE,"Integrity checks, column statistics, and gaze missingness bounds."
CLAIMS_GUARDRAILS.md,experimental_audit/documentation/CLAIMS_GUARDRAILS.md,3E15654786611D2C73C86EA42DA86638E66109ED264FC8895B71B3640D529589,Manual Definition,Clinical Scope Specification,PUBLICATION_DOCUMENTATION,Safe and unsafe clinical claims guardrails for paper writing.
COGNITIVE_TASK_FOR_PAPER.md,experimental_audit/documentation/COGNITIVE_TASK_FOR_PAPER.md,BA872C24D76406B20ED2BB9849DB4F92B1FBD80BAEE9955EEF04A2280E2F8C7A,Manual Definition,Sternberg Task Specification,PUBLICATION_DOCUMENTATION,Details visuospatial delayed working-memory task parameters.
COHORT_AND_DATASET_SUMMARY.md,experimental_audit/documentation/COHORT_AND_DATASET_SUMMARY.md,F152639B730B899AA2BE1A031D3CE674F7A8D7C70E5F2150F50485ED6B68AE1B,Manual Definition,Rojas-Libano Cohort Specs,PUBLICATION_DOCUMENTATION,"Documents clinical diagnostics, session counts, and filter flow."
CONFERENCE_ARCHITECTURE_SPEC.md,experimental_audit/documentation/CONFERENCE_ARCHITECTURE_SPEC.md,3BB33F100B047CD5A886320CB9DE9B96FE95C5B848247FC4FF2BC9565C63011B,Manual Definition,Software Architecture,PUBLICATION_DOCUMENTATION,Describes single-task integrated architecture.
CONFERENCE_VS_THESIS_SCOPE.md,experimental_audit/documentation/CONFERENCE_VS_THESIS_SCOPE.md,94FE9ACFB58588AED9C8C544C1F21C0A8391A57C4C682B06039E1E784B33C6FA,Manual Definition,Scope Gating Specification,PUBLICATION_DOCUMENTATION,Gates the webcam classification out of the paper.
FEATURE_DEFINITIONS_FOR_PAPER.md,experimental_audit/documentation/FEATURE_DEFINITIONS_FOR_PAPER.md,76D5DEFF08578349A230940720957E4996F1F451B9DE1E59A7A410B483AF9C2F,Manual Definition,Feature Specification,PUBLICATION_DOCUMENTATION,Formulas and descriptions of the 13 classification features.
FIGURE_MANIFEST.md,experimental_audit/documentation/FIGURE_MANIFEST.md,BACA32EFF7BABBD19D2BA9AB6806417D2EC6FF46FC814D0FAE40C5E31C807616,Manual Definition,Experimental Figures,PUBLICATION_DOCUMENTATION,Manifest cataloging the 22 figures.
ML_METHODOLOGY_FOR_PAPER.md,experimental_audit/documentation/ML_METHODOLOGY_FOR_PAPER.md,4D877B2BCF55FC58D7888BA03B7191666B767DDD1F5CD91B397AAB529F0A63F0,Manual Definition,Nested CV Implementation,PUBLICATION_DOCUMENTATION,Details stratified 5-fold double loop and model parameters.
STATISTICAL_METHODOLOGY_FOR_PAPER.md,experimental_audit/documentation/STATISTICAL_METHODOLOGY_FOR_PAPER.md,F93AB372CF4C765045E6668D33D6A4FDB91D9C91242D21BB6E7810636C2FDB66,Manual Definition,Stats Implementation,PUBLICATION_DOCUMENTATION,Describes Mann-Whitney U-tests and BH FDR corrections.
VERIFIED_SOURCE_REFERENCES.md,experimental_audit/documentation/VERIFIED_SOURCE_REFERENCES.md,419A09C34C765136ABA4DE676E210C20A94D5FDAD6D108EC146DF1265AB79437,Manual Definition,Source Citations,PUBLICATION_DOCUMENTATION,Validated bibliography and Figshare/publication DOIs.
KEY_VERIFIED_NUMBERS.md,experimental_audit/documentation/KEY_VERIFIED_NUMBERS.md,174FDE029D7EECA991185C1061A87A3AE3846D36A5572AB4F44DF9E4F9B07439,scratch/reconcile_and_build_handoff_FINAL.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_DOCUMENTATION,Quick reference containing all verified statistical values.
PUBLICATION_EVIDENCE_REPORT.md,experimental_audit/publication_evidence/PUBLICATION_EVIDENCE_REPORT.md,7D6ECFDA65F17A930C32AB9D6478AED0EBC0F3F3EBE9B99828D53D1953D5428D,scratch/reconcile_and_build_handoff_FINAL.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_DOCUMENTATION,Executive clinical verdicts and sensitivity reports.
REAL_DATA_EXPERIMENT_REPORT.md,experimental_audit/real_data_recovery/REAL_DATA_EXPERIMENT_REPORT.md,DEB74A99D1010A7230CC0CB47B4B0B2AA4766B1354DBFEE4D41853AF59896486,scratch/reconcile_and_build_handoff_FINAL.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_DOCUMENTATION,Audit report documenting pipeline and recomputations.
PUBLICATION_ANALYSIS_FREEZE_v1.0.md,experimental_audit/publication_evidence/PUBLICATION_ANALYSIS_FREEZE_v1.0.md,174AE42CFA801348277AF73C294AB55FEAFEA5EA59B7DFE4CF45D1E475C84394,Manual Definition,Freeze Specs,PUBLICATION_DOCUMENTATION,Describes frozen code files and model checksums.
PUBLICATION_EVIDENCE_CORRECTION_LOG.md,experimental_audit/documentation/PUBLICATION_EVIDENCE_CORRECTION_LOG.md,CA1AA8C41677BD4A118BB02E6ED73F71E2058AF9930C0D43CFDEA935194934C8,scratch/reconcile_and_build_handoff_FINAL.py,Audit Logs,PUBLICATION_DOCUMENTATION,Log recording discrepancy correction history from Handoff v1.0.
FINAL_DATA_LINEAGE_CERTIFICATION.md,FINAL_DATA_LINEAGE_CERTIFICATION.md,7461520EA28617B4DA861A6D86633D443EADF105E61D00E14B458ED15C48E0EE,Manual Definition,Clinical Provenance Trace,PUBLICATION_DOCUMENTATION,Formal scientific log certifying the clinical data lineage.
README_CLAUDE_HANDOFF.md,experimental_audit/documentation/README_CLAUDE_HANDOFF.md,8A73DAF44EC674F88426A789A0F12DC65B2AD4AC05DAF80A22A0DBDFD2CDCAC1,scratch/reconcile_and_build_handoff_FINAL.py,Package Manifest,PUBLICATION_DOCUMENTATION,Manifest listing all files and verified SHA-256 checksums.
figures/ablation_study_accuracy.png,experimental_audit/figures/ablation_study_accuracy.png,DDFFA1288546F4373B625727CEF09B59F9741FA8A573840AE772DCA15FF556FA,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing ablation study accuracy.
figures/boxplot_accuracy_by_distractor_diff.png,experimental_audit/figures/boxplot_accuracy_by_distractor_diff.png,F80716FFF8798DC76DF91FE986867929084AA0D576EBB7A3938FE1BAC93535C4,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing boxplot accuracy by distractor diff.
figures/boxplot_accuracy_by_load_diff.png,experimental_audit/figures/boxplot_accuracy_by_load_diff.png,34540DB9E703A94F6DA95055C256E11438B0937F0F6026EE47F481F67D88281A,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing boxplot accuracy by load diff.
figures/boxplot_accuracy_overall.png,experimental_audit/figures/boxplot_accuracy_overall.png,CB536828804344325C3600ED2DADED1BA8F4AE71B90F5AC4990FAB4235751404,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing boxplot accuracy overall.
figures/boxplot_false_alarm_rate.png,experimental_audit/figures/boxplot_false_alarm_rate.png,96B90405DBB9D9E6B4A4FA61C910C4D739DE66E9336CA210F5DEE393702FE84C,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing boxplot false alarm rate.
figures/boxplot_hit_rate.png,experimental_audit/figures/boxplot_hit_rate.png,DD239B04242D90F3167D9B8FFB3F09969359BBCFBF9D4B59B59EDD44DF83C85D,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing boxplot hit rate.
figures/boxplot_mean_fixation_stability.png,experimental_audit/figures/boxplot_mean_fixation_stability.png,940C519F39E92722C65C3B24AB9716F192D53ABE27D6BB36DE44401CAAAD08D2,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing boxplot mean fixation stability.
figures/boxplot_mean_pupil_proxy.png,experimental_audit/figures/boxplot_mean_pupil_proxy.png,07C576EB3CC78FBFD6A93F4754357A8E00EB95928B748A2CB4F900C2BD54CB01,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing boxplot mean pupil proxy.
figures/boxplot_mean_reaction_time_ms.png,experimental_audit/figures/boxplot_mean_reaction_time_ms.png,3F009C4E794B241ABB2B253B329ABE0F7899F1C39294847481D5254CCF14E605,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing boxplot mean reaction time ms.
figures/boxplot_median_reaction_time_ms.png,experimental_audit/figures/boxplot_median_reaction_time_ms.png,BDCE72741E8A0AD4360F8693344B6F2E11692A6F07F7519DF197C8D77E35735B,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing boxplot median reaction time ms.
figures/boxplot_omission_rate.png,experimental_audit/figures/boxplot_omission_rate.png,5FD4961DE02869A2D348F961116F4479A7901CDABFA0882D8E8C151A93838273,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing boxplot omission rate.
figures/boxplot_rt_coefficient_of_variation.png,experimental_audit/figures/boxplot_rt_coefficient_of_variation.png,E621A7B304DDE431F12A04C5C57F700A6F90C7D0C1AC4BE5FF748D883EB8919F,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing boxplot rt coefficient of variation.
figures/boxplot_rt_variability.png,experimental_audit/figures/boxplot_rt_variability.png,DA7AAF9EFC40E992D1CBA343C0101546ADB389D48287E77D5B8168626B5AE057,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing boxplot rt variability.
figures/confusion_matrices.png,experimental_audit/figures/confusion_matrices.png,0C0080C0773A498A547864D2A1CDA7B614FCE02C3CA88FBC2D2D59D09AFB52A9,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing confusion matrices.
figures/learning_curve_logistic_regression.png,experimental_audit/figures/learning_curve_logistic_regression.png,339E6D00E448888533C7B945C4C6B0C46EC525CF5B2DC78F082274C9BAD737AC,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing learning curve logistic regression.
figures/learning_curve_random_forest.png,experimental_audit/figures/learning_curve_random_forest.png,1986BCBAABCE430BA38EE709D975F8ACB7026D015C35F491057915553D802B49,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing learning curve random forest.
figures/learning_curve_xgboost.png,experimental_audit/figures/learning_curve_xgboost.png,0D4AB94ACBC12F0493D782B896DE902885661BB2C626EE6F3CC410F7A2DF2BBF,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing learning curve xgboost.
figures/model_calibration_curves.png,experimental_audit/figures/model_calibration_curves.png,7A623E5BCA616207A750F6BF2175EF9F6C1F9A8FDCE97D5582958F3837B35C35,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing model calibration curves.
figures/permutation_test_logistic_regression.png,experimental_audit/figures/permutation_test_logistic_regression.png,6665965F3DF3F0DFDCC2D1A62136B196EFC13C0E4B715D189B58A3F755A1D535,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing permutation test logistic regression.
figures/permutation_test_random_forest.png,experimental_audit/figures/permutation_test_random_forest.png,64C4EC2505B00E4A525CB0C872C9A9F7BEECA761E0D86907005E9001F1F44D9B,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing permutation test random forest.
figures/permutation_test_xgboost.png,experimental_audit/figures/permutation_test_xgboost.png,9E579129AAA930EA0C290AE1F0FEB1B327F834264EAFCC68E4E013FA4323A3BA,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing permutation test xgboost.
figures/pr_curves.png,experimental_audit/figures/pr_curves.png,30C075A1CBE6CADDEB750CCC2763B16C56B7A9C3E023DBD3E1E0D581970837D4,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing pr curves.
figures/roc_curves.png,experimental_audit/figures/roc_curves.png,7BF7521549BF865956EB5FF0D9EE046CE27B40C53C38A6499F3006A7FB1A526D,experimental_audit/scripts/run_audit_experiments.py,data/processed/dataset_features_REAL_v1.0.csv,PUBLICATION_FIGURE,Clinical result plot showing roc curves.
